Employee_ID,Name,Department,Years_Experience,Current_Project_ID,Location,Experience_Text,Skills,Experience_Level,All_Skills,Has_Current_Project
E571,Kyle Moore,Cybersecurity,4.7,,Mumbai,"Worked on projects involving IoT, CI/CD Pipelines, and React. Delivered solutions for retail domain.",iot ci/cd pipelines react involving iot ci/cd pipelines react,Mid-Level,iot ci/cd pipelines react involving iot ci/cd pipelines react,False
E572,David Shannon,Cybersecurity,1.5,,Chennai,"Worked on projects involving Agile, Jenkins, and Kubernetes. Delivered solutions for telecom domain.",agile jenkins kubernetes involving agile jenkins kubernetes,Junior,agile jenkins kubernetes involving agile jenkins kubernetes,False
E573,Erin Morris,DevOps,6.0,,Delhi,"Worked on projects involving Scrum Methodology, Scrum, and DevOps Practices. Delivered solutions for telecom domain.",scrum methodology scrum devops practices involving scrum methodology scrum devops practices,Mid-Level,scrum methodology scrum devops practices involving scrum methodology scrum devops practices,False
E574,Laura Bolton,DevOps,1.1,,Delhi,"Worked on projects involving Robotic Process Automation, DevOps Practices, and GraphQL API Development. Delivered solutions for retail domain.",robotic process automation devops practices graphql api development involving robotic process automation devops practices graphql api development,Junior,robotic process automation devops practices graphql api development involving robotic process automation devops practices graphql api development,False
E575,Patrick Stewart,Software Development,12.3,,Mumbai,"Worked on projects involving TensorFlow, Microservices, and IoT. Delivered solutions for healthcare domain.",tensorflow microservices iot involving tensorflow microservices iot,Expert,tensorflow microservices iot involving tensorflow microservices iot,False
E576,Christian Brown,Cloud Engineering,8.4,,Pune,"Worked on projects involving AWS, Terraform, and Incident Response. Delivered solutions for healthcare domain.",aws terraform incident response involving aws terraform incident response,Senior,aws terraform incident response involving aws terraform incident response,False
E577,Daniel Scott,Data Science,9.2,,Mumbai,"Worked on projects involving Data Lake Implementation, API Development, and GraphQL. Delivered solutions for finance domain.",data lake implementation api development graphql involving data lake implementation api development graphql,Senior,data lake implementation api development graphql involving data lake implementation api development graphql,False
E578,Robert Peters,Software Development,14.3,,Delhi,"Worked on projects involving Data Engineering, Microservices Architecture, and Incident Response. Delivered solutions for finance domain.",data engineering microservices architecture incident response involving data engineering microservices architecture incident response,Expert,data engineering microservices architecture incident response involving data engineering microservices architecture incident response,False
E579,Anthony Davidson,Software Development,2.5,,Pune,"Worked on projects involving GraphQL, Data Warehousing, and Data Quality Management. Delivered solutions for finance domain.",graphql data warehousing data quality management involving graphql data warehousing data quality management,Junior,graphql data warehousing data quality management involving graphql data warehousing data quality management,False
E580,William Johnson,Software Development,3.2,,Mumbai,"Worked on projects involving Scrum Methodology, GraphQL, and Blockchain. Delivered solutions for retail domain.",scrum methodology graphql blockchain involving scrum methodology graphql blockchain,Mid-Level,scrum methodology graphql blockchain involving scrum methodology graphql blockchain,False
E581,Tammy Young,AI Research,3.0,,Pune,"Worked on projects involving AWS, Agile Project Management, and Container Orchestration. Delivered solutions for insurance domain.",aws agile management container orchestration involving aws agile management container orchestration,Mid-Level,aws agile management container orchestration involving aws agile management container orchestration,False
E582,Cristian Ward,Data Science,9.8,,Mumbai,"Worked on projects involving TensorFlow, SQL Database Management, and Scrum Methodology. Delivered solutions for healthcare domain.",tensorflow sql database management scrum methodology involving tensorflow sql database management scrum methodology,Senior,tensorflow sql database management scrum methodology involving tensorflow sql database management scrum methodology,False
E583,Michael Cook,Software Development,10.4,,Delhi,"Worked on projects involving Node.js, CI/CD, and AWS. Delivered solutions for telecom domain.",node involving node,Senior,node involving node,False
E584,Bethany Williams,Cybersecurity,12.0,,Mumbai,"Worked on projects involving SQL, REST APIs, and Microservices. Delivered solutions for healthcare domain.",sql rest apis microservices involving sql rest apis microservices,Expert,sql rest apis microservices involving sql rest apis microservices,False
E585,Heather Thomas,Software Development,6.0,,Pune,"Worked on projects involving Machine Learning, Agile, and Healthcare Analytics. Delivered solutions for insurance domain.",machine learning agile healthcare analytics involving machine learning agile healthcare analytics,Mid-Level,machine learning agile healthcare analytics involving machine learning agile healthcare analytics,False
E586,Sharon Davis,Cybersecurity,1.4,,Mumbai,"Worked on projects involving Blockchain, Serverless Architecture, and Real-time Data Processing. Delivered solutions for retail domain.",blockchain serverless architecture real-time data processing involving blockchain serverless architecture real-time data processing,Junior,blockchain serverless architecture real-time data processing involving blockchain serverless architecture real-time data processing,False
E587,Joel Frank,DevOps,3.3,,Pune,"Worked on projects involving Kubernetes, React, and Azure. Delivered solutions for retail domain.",kubernetes react azure involving kubernetes react azure,Mid-Level,kubernetes react azure involving kubernetes react azure,False
E588,Taylor Smith,DevOps,9.5,,Pune,"Worked on projects involving GraphQL, Microservices, and Big Data. Delivered solutions for healthcare domain.",graphql microservices big data involving graphql microservices big data,Senior,graphql microservices big data involving graphql microservices big data,False
E589,Thomas Wells,Cybersecurity,13.7,,Chennai,"Worked on projects involving Data Mesh Architecture, Big Data, and Python. Delivered solutions for retail domain.",data mesh architecture big data python involving data mesh architecture big data python,Expert,data mesh architecture big data python involving data mesh architecture big data python,False
E590,Michael Oneal,AI Research,1.5,,Mumbai,"Worked on projects involving Data Quality Management, Robotic Process Automation, and API Development. Delivered solutions for retail domain.",data quality management robotic process automation api development involving data quality management robotic process automation api development,Junior,data quality management robotic process automation api development involving data quality management robotic process automation api development,False
E591,Margaret Gonzalez,Cloud Engineering,2.5,,Delhi,"Worked on projects involving Microservices, Machine Learning, and API Development. Delivered solutions for finance domain.",microservices machine learning api development involving microservices machine learning api development,Junior,microservices machine learning api development involving microservices machine learning api development,False
E592,Melissa Murphy,Cybersecurity,14.1,,Chennai,"Worked on projects involving Penetration Testing, Robotic Process Automation, and Machine Learning. Delivered solutions for insurance domain.",penetration testing robotic process automation machine learning involving penetration testing robotic process automation machine learning,Expert,penetration testing robotic process automation machine learning involving penetration testing robotic process automation machine learning,False
E593,Shannon Sellers,Cybersecurity,4.3,,Chennai,"Worked on projects involving Scrum, TensorFlow, and Scrum Methodology. Delivered solutions for telecom domain.",scrum tensorflow scrum methodology involving scrum tensorflow scrum methodology,Mid-Level,scrum tensorflow scrum methodology involving scrum tensorflow scrum methodology,False
E594,Robert Clark Jr.,Software Development,13.9,,Pune,"Worked on projects involving Real-time Data Processing, Quantum Computing, and Real-time Data Processing. Delivered solutions for healthcare domain.",real-time data processing quantum computing real-time data processing involving real-time data processing quantum computing real-time data processing,Expert,real-time data processing quantum computing real-time data processing involving real-time data processing quantum computing real-time data processing,False
E595,Angela Mcmillan,DevOps,8.5,,Chennai,"Worked on projects involving Kubernetes, Data Engineering, and API Development. Delivered solutions for finance domain.",kubernetes data engineering api development involving kubernetes data engineering api development,Senior,kubernetes data engineering api development involving kubernetes data engineering api development,False
E596,Melanie Martinez,Software Development,8.2,,Chennai,"Worked on projects involving GraphQL, Container Orchestration, and Kubernetes. Delivered solutions for insurance domain.",graphql container orchestration kubernetes involving graphql container orchestration kubernetes,Senior,graphql container orchestration kubernetes involving graphql container orchestration kubernetes,False
E597,Brittany Forbes,Cloud Engineering,6.0,,Mumbai,"Worked on projects involving Mobile Development, Serverless Architecture, and GraphQL. Delivered solutions for insurance domain.",mobile development serverless architecture graphql involving mobile development serverless architecture graphql,Mid-Level,mobile development serverless architecture graphql involving mobile development serverless architecture graphql,False
E598,Joy Anderson,Data Science,9.7,,Pune,"Worked on projects involving Microservices, Incident Response, and Network Security. Delivered solutions for finance domain.",microservices incident response network security involving microservices incident response network security,Senior,microservices incident response network security involving microservices incident response network security,False
E599,Lisa Moore,DevOps,1.5,,Chennai,"Worked on projects involving Agile Project Management, Jenkins, and Agile Project Management. Delivered solutions for retail domain.",agile management jenkins agile management involving agile management jenkins agile management,Junior,agile management jenkins agile management involving agile management jenkins agile management,False
E600,Erica Burns,AI Research,6.9,,Delhi,"Worked on projects involving Scrum, Container Orchestration, and Terraform. Delivered solutions for retail domain.",scrum container orchestration terraform involving scrum container orchestration terraform,Mid-Level,scrum container orchestration terraform involving scrum container orchestration terraform,False
E601,Kevin Mendoza,Software Development,8.6,,Chennai,"Worked on projects involving REST APIs, Robotic Process Automation, and Microservices Architecture. Delivered solutions for insurance domain.",rest apis robotic process automation microservices architecture involving rest apis robotic process automation microservices architecture,Senior,rest apis robotic process automation microservices architecture involving rest apis robotic process automation microservices architecture,False
E602,Kristopher Dickson,Cloud Engineering,13.1,,Pune,"Worked on projects involving Robotic Process Automation, Data Privacy Compliance, and Edge Computing. Delivered solutions for retail domain.",robotic process automation data privacy compliance edge computing involving robotic process automation data privacy compliance edge computing,Expert,robotic process automation data privacy compliance edge computing involving robotic process automation data privacy compliance edge computing,False
E603,Jennifer Rose,Data Science,3.7,,Mumbai,"Worked on projects involving Quantum Computing, Cybersecurity, and GraphQL. Delivered solutions for retail domain.",quantum computing cybersecurity graphql involving quantum computing cybersecurity graphql,Mid-Level,quantum computing cybersecurity graphql involving quantum computing cybersecurity graphql,False
E604,Paul King,Software Development,12.8,,Delhi,"Worked on projects involving React, Kubernetes, and CI/CD. Delivered solutions for healthcare domain.",react kubernetes ci/cd involving react kubernetes ci/cd,Expert,react kubernetes ci/cd involving react kubernetes ci/cd,False
E605,Mary Jenkins,Data Science,8.9,,Mumbai,"Worked on projects involving Azure, Agile, and Robotic Process Automation. Delivered solutions for healthcare domain.",azure agile robotic process automation involving azure agile robotic process automation,Senior,azure agile robotic process automation involving azure agile robotic process automation,False
E606,Pamela Cannon,Cloud Engineering,1.4,,Pune,"Worked on projects involving SQL Database Management, Incident Response, and Serverless Architecture. Delivered solutions for telecom domain.",sql database management incident response serverless architecture involving sql database management incident response serverless architecture,Junior,sql database management incident response serverless architecture involving sql database management incident response serverless architecture,False
E607,Andrea Wilson,AI Research,14.7,,Pune,"Worked on projects involving NLP, Quantum Computing, and React. Delivered solutions for telecom domain.",nlp quantum computing react involving nlp quantum computing react,Expert,nlp quantum computing react involving nlp quantum computing react,False
E608,Francisco Logan,AI Research,5.4,,Pune,"Worked on projects involving TensorFlow, SQL, and Azure. Delivered solutions for insurance domain.",tensorflow sql azure involving tensorflow sql azure,Mid-Level,tensorflow sql azure involving tensorflow sql azure,False
E609,Christopher Black,Cloud Engineering,10.5,,Pune,"Worked on projects involving Azure, Data Engineering, and Container Orchestration. Delivered solutions for telecom domain.",azure data engineering container orchestration involving azure data engineering container orchestration,Senior,azure data engineering container orchestration involving azure data engineering container orchestration,False
E610,Eric Stafford,Software Development,6.8,,Pune,"Worked on projects involving Azure, NoSQL, and Machine Learning. Delivered solutions for insurance domain.",azure nosql machine learning involving azure nosql machine learning,Mid-Level,azure nosql machine learning involving azure nosql machine learning,False
E611,Sara Stevens,Cloud Engineering,12.6,,Delhi,"Worked on projects involving Cybersecurity, Kubernetes, and Data Privacy Compliance. Delivered solutions for insurance domain.",cybersecurity kubernetes data privacy compliance involving cybersecurity kubernetes data privacy compliance,Expert,cybersecurity kubernetes data privacy compliance involving cybersecurity kubernetes data privacy compliance,False
E612,Derek Jennings,DevOps,14.8,,Mumbai,"Worked on projects involving CI/CD, Serverless Architecture, and Real-time Data Processing. Delivered solutions for finance domain.",ci/cd serverless architecture real-time data processing involving ci/cd serverless architecture real-time data processing,Expert,ci/cd serverless architecture real-time data processing involving ci/cd serverless architecture real-time data processing,False
E613,Adam Gomez,DevOps,12.3,,Pune,"Worked on projects involving Edge Computing, Microservices Architecture, and Data Engineering. Delivered solutions for telecom domain.",edge computing microservices architecture data engineering involving edge computing microservices architecture data engineering,Expert,edge computing microservices architecture data engineering involving edge computing microservices architecture data engineering,False
E614,Kimberly Singleton,Cloud Engineering,7.4,,Delhi,"Worked on projects involving Data Quality Management, Serverless Architecture, and Docker. Delivered solutions for insurance domain.",data quality management serverless architecture docker involving data quality management serverless architecture docker,Senior,data quality management serverless architecture docker involving data quality management serverless architecture docker,False
E615,Joseph Cox,Cloud Engineering,2.0,,Chennai,"Worked on projects involving Penetration Testing, Container Orchestration, and Penetration Testing. Delivered solutions for finance domain.",penetration testing container orchestration penetration testing involving penetration testing container orchestration penetration testing,Junior,penetration testing container orchestration penetration testing involving penetration testing container orchestration penetration testing,False
E616,Matthew Weaver,Cloud Engineering,1.5,,Pune,"Worked on projects involving NoSQL, GraphQL, and REST APIs. Delivered solutions for retail domain.",nosql graphql rest apis involving nosql graphql rest apis,Junior,nosql graphql rest apis involving nosql graphql rest apis,False
E617,Nicole Davis,AI Research,2.5,,Chennai,"Worked on projects involving SQL, Terraform, and Node.js. Delivered solutions for retail domain.",sql terraform node involving sql terraform node,Junior,sql terraform node involving sql terraform node,False
E618,Amanda Taylor,Cybersecurity,4.6,,Mumbai,"Worked on projects involving Agile, Node.js, and Penetration Testing. Delivered solutions for healthcare domain.",agile node involving agile node,Mid-Level,agile node involving agile node,False
E619,Anna Price,DevOps,1.7,,Delhi,"Worked on projects involving IoT, NoSQL, and Data Engineering. Delivered solutions for retail domain.",iot nosql data engineering involving iot nosql data engineering,Junior,iot nosql data engineering involving iot nosql data engineering,False
E620,Christopher Hayes,DevOps,10.8,,Mumbai,"Worked on projects involving NoSQL Database Management, Edge Computing, and CI/CD. Delivered solutions for insurance domain.",nosql database management edge computing ci/cd involving nosql database management edge computing ci/cd,Senior,nosql database management edge computing ci/cd involving nosql database management edge computing ci/cd,False
E621,Brent Wagner,AI Research,14.6,,Delhi,"Worked on projects involving Healthcare Analytics, Serverless Architecture, and GraphQL. Delivered solutions for finance domain.",healthcare analytics serverless architecture graphql involving healthcare analytics serverless architecture graphql,Expert,healthcare analytics serverless architecture graphql involving healthcare analytics serverless architecture graphql,False
E622,Jill Rush,Cybersecurity,4.6,,Mumbai,"Worked on projects involving Jenkins, Container Orchestration, and PostgreSQL. Delivered solutions for insurance domain.",jenkins container orchestration postgresql involving jenkins container orchestration postgresql,Mid-Level,jenkins container orchestration postgresql involving jenkins container orchestration postgresql,False
E623,John Reyes,Cloud Engineering,4.5,,Pune,"Worked on projects involving Edge Computing, Agile, and Robotic Process Automation. Delivered solutions for insurance domain.",edge computing agile robotic process automation involving edge computing agile robotic process automation,Mid-Level,edge computing agile robotic process automation involving edge computing agile robotic process automation,False
E624,Justin Ritter,Cybersecurity,14.2,,Mumbai,"Worked on projects involving Scrum Methodology, Data Quality Management, and CI/CD. Delivered solutions for telecom domain.",scrum methodology data quality management ci/cd involving scrum methodology data quality management ci/cd,Expert,scrum methodology data quality management ci/cd involving scrum methodology data quality management ci/cd,False
E625,Richard Jackson,Cloud Engineering,12.1,,Delhi,"Worked on projects involving Penetration Testing, Scrum Methodology, and Data Warehousing. Delivered solutions for telecom domain.",penetration testing scrum methodology data warehousing involving penetration testing scrum methodology data warehousing,Expert,penetration testing scrum methodology data warehousing involving penetration testing scrum methodology data warehousing,False
E626,Kristin Burton,AI Research,14.2,,Mumbai,"Worked on projects involving Microservices, PostgreSQL, and Jenkins. Delivered solutions for insurance domain.",microservices postgresql jenkins involving microservices postgresql jenkins,Expert,microservices postgresql jenkins involving microservices postgresql jenkins,False
E627,Michael Green,Cloud Engineering,1.1,,Chennai,"Worked on projects involving Serverless Architecture, .Net, and Scrum. Delivered solutions for telecom domain.",serverless architecture involving serverless architecture,Junior,serverless architecture involving serverless architecture,False
E628,Patricia Fuller,AI Research,8.6,,Pune,"Worked on projects involving REST APIs, Cybersecurity, and AWS. Delivered solutions for retail domain.",rest apis cybersecurity aws involving rest apis cybersecurity aws,Senior,rest apis cybersecurity aws involving rest apis cybersecurity aws,False
E629,Timothy Miller,Cybersecurity,2.2,,Mumbai,"Worked on projects involving SQL, Blockchain, and NoSQL Database Management. Delivered solutions for finance domain.",sql blockchain nosql database management involving sql blockchain nosql database management,Junior,sql blockchain nosql database management involving sql blockchain nosql database management,False
E630,David Bautista,Cybersecurity,2.2,,Chennai,"Worked on projects involving Node.js, IoT, and GraphQL. Delivered solutions for insurance domain.",node involving node,Junior,node involving node,False
E631,Tracey Smith,AI Research,13.8,,Chennai,"Worked on projects involving Data Governance, Network Security, and SQL Database Management. Delivered solutions for retail domain.",data governance network security sql database management involving data governance network security sql database management,Expert,data governance network security sql database management involving data governance network security sql database management,False
E632,William Roberts,Cybersecurity,3.3,,Delhi,"Worked on projects involving Data Governance, Penetration Testing, and Penetration Testing. Delivered solutions for telecom domain.",data governance penetration testing penetration testing involving data governance penetration testing penetration testing,Mid-Level,data governance penetration testing penetration testing involving data governance penetration testing penetration testing,False
E633,Stephanie Thomas,DevOps,7.3,,Pune,"Worked on projects involving Data Engineering, Serverless Architecture, and NoSQL Database Management. Delivered solutions for insurance domain.",data engineering serverless architecture nosql database management involving data engineering serverless architecture nosql database management,Senior,data engineering serverless architecture nosql database management involving data engineering serverless architecture nosql database management,False
E634,Lindsay Brandt,Cybersecurity,6.4,,Pune,"Worked on projects involving Blockchain, Python, and SQL. Delivered solutions for retail domain.",blockchain python sql involving blockchain python sql,Mid-Level,blockchain python sql involving blockchain python sql,False
E635,Rachel Case,DevOps,3.5,,Mumbai,"Worked on projects involving Scrum Methodology, SQL, and Penetration Testing. Delivered solutions for telecom domain.",scrum methodology sql penetration testing involving scrum methodology sql penetration testing,Mid-Level,scrum methodology sql penetration testing involving scrum methodology sql penetration testing,False
E636,Angel Kennedy,Cloud Engineering,4.0,,Mumbai,"Worked on projects involving Docker, Scrum Methodology, and CI/CD. Delivered solutions for healthcare domain.",docker scrum methodology ci/cd involving docker scrum methodology ci/cd,Mid-Level,docker scrum methodology ci/cd involving docker scrum methodology ci/cd,False
E637,Joseph Edwards,Software Development,9.0,,Pune,"Worked on projects involving .Net, Penetration Testing, and Scrum. Delivered solutions for telecom domain.",involving,Senior,involving,False
E638,Nancy Foster,Software Development,4.1,,Pune,"Worked on projects involving API Development, Network Security, and Data Lake Implementation. Delivered solutions for retail domain.",api development network security data lake implementation involving api development network security data lake implementation,Mid-Level,api development network security data lake implementation involving api development network security data lake implementation,False
E639,Lisa Rogers,Cybersecurity,2.8,,Pune,"Worked on projects involving CI/CD, Jenkins, and Data Warehousing. Delivered solutions for finance domain.",ci/cd jenkins data warehousing involving ci/cd jenkins data warehousing,Junior,ci/cd jenkins data warehousing involving ci/cd jenkins data warehousing,False
E640,Peter Coleman,Data Science,4.5,,Pune,"Worked on projects involving GraphQL, Data Quality Management, and Microservices. Delivered solutions for retail domain.",graphql data quality management microservices involving graphql data quality management microservices,Mid-Level,graphql data quality management microservices involving graphql data quality management microservices,False
E641,Randy Daugherty,Cloud Engineering,4.1,,Mumbai,"Worked on projects involving API Development, IoT, and Node.js. Delivered solutions for telecom domain.",api development iot node involving api development iot node,Mid-Level,api development iot node involving api development iot node,False
E642,Joel Lowe,Data Science,2.7,,Mumbai,"Worked on projects involving SQL Database Management, Kubernetes, and Penetration Testing. Delivered solutions for finance domain.",sql database management kubernetes penetration testing involving sql database management kubernetes penetration testing,Junior,sql database management kubernetes penetration testing involving sql database management kubernetes penetration testing,False
E643,Amber Watts,Data Science,12.0,,Mumbai,"Worked on projects involving Healthcare Analytics, Microservices Architecture, and Jenkins. Delivered solutions for retail domain.",healthcare analytics microservices architecture jenkins involving healthcare analytics microservices architecture jenkins,Expert,healthcare analytics microservices architecture jenkins involving healthcare analytics microservices architecture jenkins,False
E644,Catherine Jackson,Cybersecurity,3.4,,Chennai,"Worked on projects involving Incident Response, Healthcare Analytics, and Terraform. Delivered solutions for healthcare domain.",incident response healthcare analytics terraform involving incident response healthcare analytics terraform,Mid-Level,incident response healthcare analytics terraform involving incident response healthcare analytics terraform,False
E645,Ralph Green MD,Software Development,7.8,,Pune,"Worked on projects involving DevOps Practices, Healthcare Analytics, and Data Quality Management. Delivered solutions for telecom domain.",devops practices healthcare analytics data quality management involving devops practices healthcare analytics data quality management,Senior,devops practices healthcare analytics data quality management involving devops practices healthcare analytics data quality management,False
E646,Thomas Burke,Cloud Engineering,3.0,,Pune,"Worked on projects involving Big Data, React, and Microservices Architecture. Delivered solutions for healthcare domain.",big data react microservices architecture involving big data react microservices architecture,Mid-Level,big data react microservices architecture involving big data react microservices architecture,False
E647,Amanda Lowery,Software Development,7.8,,Mumbai,"Worked on projects involving Data Quality Management, API Development, and Data Mesh Architecture. Delivered solutions for healthcare domain.",data quality management api development data mesh architecture involving data quality management api development data mesh architecture,Senior,data quality management api development data mesh architecture involving data quality management api development data mesh architecture,False
E648,Cindy Lane,Cloud Engineering,13.7,,Delhi,"Worked on projects involving UI/UX Design, PostgreSQL, and Cloud Security. Delivered solutions for telecom domain.",ui/ux design postgresql cloud security involving ui/ux design postgresql cloud security,Expert,ui/ux design postgresql cloud security involving ui/ux design postgresql cloud security,False
E649,Theresa Zhang,Data Science,3.4,,Pune,"Worked on projects involving Penetration Testing, React, and AWS. Delivered solutions for finance domain.",penetration testing react aws involving penetration testing react aws,Mid-Level,penetration testing react aws involving penetration testing react aws,False
E650,Brandy Gonzalez,DevOps,5.3,,Chennai,"Worked on projects involving GraphQL, SQL, and Scrum. Delivered solutions for insurance domain.",graphql sql scrum involving graphql sql scrum,Mid-Level,graphql sql scrum involving graphql sql scrum,False
E651,Stephanie Parrish,AI Research,7.3,,Delhi,"Worked on projects involving Jenkins, Azure, and Business Intelligence. Delivered solutions for insurance domain.",jenkins azure business intelligence involving jenkins azure business intelligence,Senior,jenkins azure business intelligence involving jenkins azure business intelligence,False
E652,Tonya Lee,Cloud Engineering,11.8,,Chennai,"Worked on projects involving Edge Computing, PostgreSQL, and Terraform. Delivered solutions for retail domain.",edge computing postgresql terraform involving edge computing postgresql terraform,Senior,edge computing postgresql terraform involving edge computing postgresql terraform,False
E653,Tim Hess,DevOps,10.6,,Chennai,"Worked on projects involving AWS, Mobile Development, and Cloud Security. Delivered solutions for insurance domain.",aws mobile development cloud security involving aws mobile development cloud security,Senior,aws mobile development cloud security involving aws mobile development cloud security,False
E654,Kaitlin Walls MD,DevOps,11.7,,Mumbai,"Worked on projects involving Scrum, Container Orchestration, and Kubernetes. Delivered solutions for telecom domain.",scrum container orchestration kubernetes involving scrum container orchestration kubernetes,Senior,scrum container orchestration kubernetes involving scrum container orchestration kubernetes,False
E655,Grant Meyers,DevOps,7.9,,Mumbai,"Worked on projects involving Node.js, Real-time Data Processing, and CI/CD. Delivered solutions for retail domain.",node involving node,Senior,node involving node,False
E656,Antonio Moore PhD,Software Development,14.9,,Chennai,"Worked on projects involving Python, REST APIs, and Data Warehousing. Delivered solutions for telecom domain.",python rest apis data warehousing involving python rest apis data warehousing,Expert,python rest apis data warehousing involving python rest apis data warehousing,False
E657,Andrew Johnson,Software Development,9.8,,Pune,"Worked on projects involving GraphQL API Development, Cloud Security, and Docker. Delivered solutions for insurance domain.",graphql api development cloud security docker involving graphql api development cloud security docker,Senior,graphql api development cloud security docker involving graphql api development cloud security docker,False
E658,Pamela Lee,AI Research,2.3,,Mumbai,"Worked on projects involving Data Quality Management, Node.js, and Scrum Methodology. Delivered solutions for insurance domain.",data quality management node involving data quality management node,Junior,data quality management node involving data quality management node,False
E659,Andrew Miller,Cloud Engineering,2.9,,Mumbai,"Worked on projects involving Docker, Data Quality Management, and Jenkins. Delivered solutions for retail domain.",docker data quality management jenkins involving docker data quality management jenkins,Junior,docker data quality management jenkins involving docker data quality management jenkins,False
E660,Deborah Hinton,Data Science,8.4,,Mumbai,"Worked on projects involving React, Kubernetes, and Data Mesh Architecture. Delivered solutions for insurance domain.",react kubernetes data mesh architecture involving react kubernetes data mesh architecture,Senior,react kubernetes data mesh architecture involving react kubernetes data mesh architecture,False
E661,Catherine George,Cloud Engineering,2.2,,Delhi,"Worked on projects involving DevOps Practices, Data Privacy Compliance, and Quantum Computing. Delivered solutions for finance domain.",devops practices data privacy compliance quantum computing involving devops practices data privacy compliance quantum computing,Junior,devops practices data privacy compliance quantum computing involving devops practices data privacy compliance quantum computing,False
E662,Glenn Mejia,DevOps,14.3,,Pune,"Worked on projects involving IoT, Data Warehousing, and AWS. Delivered solutions for healthcare domain.",iot data warehousing aws involving iot data warehousing aws,Expert,iot data warehousing aws involving iot data warehousing aws,False
E663,Philip Miller,Software Development,12.1,,Pune,"Worked on projects involving CI/CD Pipelines, Robotic Process Automation, and Java. Delivered solutions for insurance domain.",ci/cd pipelines robotic process automation java involving ci/cd pipelines robotic process automation java,Expert,ci/cd pipelines robotic process automation java involving ci/cd pipelines robotic process automation java,False
E664,Rhonda Brown,AI Research,9.3,,Chennai,"Worked on projects involving Blockchain, Docker, and Agile. Delivered solutions for telecom domain.",blockchain docker agile involving blockchain docker agile,Senior,blockchain docker agile involving blockchain docker agile,False
E665,Troy Castillo,AI Research,7.6,,Mumbai,"Worked on projects involving Data Engineering, Data Quality Management, and Big Data. Delivered solutions for retail domain.",data engineering data quality management big data involving data engineering data quality management big data,Senior,data engineering data quality management big data involving data engineering data quality management big data,False
E666,Kathleen Doyle,DevOps,8.2,,Chennai,"Worked on projects involving Data Warehousing, UI/UX Design, and Real-time Data Processing. Delivered solutions for retail domain.",data warehousing ui/ux design real-time data processing involving data warehousing ui/ux design real-time data processing,Senior,data warehousing ui/ux design real-time data processing involving data warehousing ui/ux design real-time data processing,False
E667,Michelle Jackson,Software Development,2.7,,Mumbai,"Worked on projects involving NoSQL, .Net, and Machine Learning. Delivered solutions for insurance domain.",nosql involving nosql,Junior,nosql involving nosql,False
E668,William Owens,DevOps,6.1,,Pune,"Worked on projects involving Java, Business Intelligence, and API Development. Delivered solutions for insurance domain.",java business intelligence api development involving java business intelligence api development,Mid-Level,java business intelligence api development involving java business intelligence api development,False
E669,Michelle Brown,AI Research,13.5,,Chennai,"Worked on projects involving SQL Database Management, Microservices, and Mobile Development. Delivered solutions for finance domain.",sql database management microservices mobile development involving sql database management microservices mobile development,Expert,sql database management microservices mobile development involving sql database management microservices mobile development,False
E670,Phyllis Griffith,Cybersecurity,8.7,,Pune,"Worked on projects involving Quantum Computing, SQL Database Management, and GraphQL. Delivered solutions for telecom domain.",quantum computing sql database management graphql involving quantum computing sql database management graphql,Senior,quantum computing sql database management graphql involving quantum computing sql database management graphql,False
E671,Pamela Foster,Software Development,5.2,,Pune,"Worked on projects involving Robotic Process Automation, GraphQL API Development, and Cybersecurity. Delivered solutions for healthcare domain.",robotic process automation graphql api development cybersecurity involving robotic process automation graphql api development cybersecurity,Mid-Level,robotic process automation graphql api development cybersecurity involving robotic process automation graphql api development cybersecurity,False
E672,Jillian Wood,Data Science,12.0,,Mumbai,"Worked on projects involving Agile Project Management, Cloud Security, and Java. Delivered solutions for telecom domain.",agile management cloud security java involving agile management cloud security java,Expert,agile management cloud security java involving agile management cloud security java,False
E673,Jamie Hughes,AI Research,11.7,,Delhi,"Worked on projects involving Data Quality Management, Container Orchestration, and UI/UX Design. Delivered solutions for insurance domain.",data quality management container orchestration ui/ux design involving data quality management container orchestration ui/ux design,Senior,data quality management container orchestration ui/ux design involving data quality management container orchestration ui/ux design,False
E674,Christopher Dorsey,Data Science,10.2,,Mumbai,"Worked on projects involving NoSQL, Data Visualization, and Azure. Delivered solutions for insurance domain.",nosql data visualization azure involving nosql data visualization azure,Senior,nosql data visualization azure involving nosql data visualization azure,False
E675,Jamie Davis,AI Research,12.0,,Delhi,"Worked on projects involving Edge Computing, GraphQL, and Blockchain. Delivered solutions for telecom domain.",edge computing graphql blockchain involving edge computing graphql blockchain,Expert,edge computing graphql blockchain involving edge computing graphql blockchain,False
E676,Darryl Hopkins,AI Research,14.9,,Pune,"Worked on projects involving GraphQL, Microservices, and Real-time Data Processing. Delivered solutions for healthcare domain.",graphql microservices real-time data processing involving graphql microservices real-time data processing,Expert,graphql microservices real-time data processing involving graphql microservices real-time data processing,False
E677,Kimberly Simon,DevOps,13.0,,Delhi,"Worked on projects involving AWS, Serverless Architecture, and CI/CD. Delivered solutions for healthcare domain.",aws serverless architecture ci/cd involving aws serverless architecture ci/cd,Expert,aws serverless architecture ci/cd involving aws serverless architecture ci/cd,False
